concept_id,variety_id,orth,source_type,source_id,source_gloss,source_level,file,sheet,row,source_note,fallback_from
fire,ruk_es,aʼoy,excel,11-17,火,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,432,,
ice,ruk_es,ʼasabo,excel,11-18,冰,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,433,,
stone,ruk_es,lrenege,excel,12-05,石頭,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,454,,
night,ruk_es,maong,excel,13-02,晚上,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,471,,
day,ruk_es,vaiya,excel,13-07,白天,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,476,,
night,ruk_es,maong,excel,13-22,夜,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,491,,
year,ruk_es,cayli,excel,13-28,年,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,497,,
in,ruk_es,adring,excel,14-01,裡面,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,502,,
at,ruk_es,yakai talidroma,excel,14-02,在某處,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,503,,
right,ruk_es,vanale,excel,14-10,右邊,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,511,,
left,ruk_es,viri,excel,14-11,左邊,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,512,,
water,ruk_es,acilay,excel,21-02,水,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,601,,
salt,ruk_es,timo,excel,21-07,鹽,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,606,,
egg,ruk_es,batoko,excel,21-09,蛋,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,608,,
white,ruk_es,ʼoliʼoli,excel,22-01,白色,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,626,,
black,ruk_es,’icecelreng,excel,22-02,黑色,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,627,,
red,ruk_es,direrele,excel,22-03,紅色,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,628,,
yellow,ruk_es,borarase,excel,22-05,黃色,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,630,,
green,ruk_es,salesese,excel,22-08,綠色,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,633,,
give,ruk_es,bay,excel,25-07,給,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,663,,
come,ruk_es,kela,excel,25-08,來,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,664,,
walk,ruk_es,dadavace,excel,25-10,走路,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,666,,
fly,ruk_es,aniʼalay,excel,25-12,飛,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,668,,
fall,ruk_es,mwatrerage,excel,25-26,(植物的果實)掉落,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,682,,
sit,ruk_es,takainene,excel,25-43,坐著,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,699,,
stand,ruk_es,yaidi,excel,25-44,站著,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,700,,
sit,ruk_es,twakainene,excel,26-03,坐下,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,712,,
hit,ruk_es,dameke,excel,26-08,打(人),,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,717,,
stab,ruk_es,colrolo,excel,26-09,刺,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,718,,
push,ruk_es,dromolo,excel,26-13,推,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,722,,
scratch,ruk_es,gacegace,excel,26-18,抓癢,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,727,,
lie,ruk_es,tharatakanga,excel,26-20,躺,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,729,,
blow,ruk_es,bethebethe,excel,26-28,吹,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,737,,
dig,ruk_es,waroko,excel,26-29,挖掘,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,738,,
cut,ruk_es,ketekete,excel,26-30,切,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,739,,
swim,ruk_es,langoy,excel,26-31,游泳,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,740,,
tie,ruk_es,evege,excel,26-38,綁住,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,747,,
pull,ruk_es,bilibili,excel,26-39,拉,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,748,,
split,ruk_es,trekabe,excel,26-40,劈(木材),,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,749,,
hold,ruk_es,takilili,excel,26-42,提著,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,751,takilili 提，watakilili 有提著(實現)，watakililiyana仍提著,
hold,ruk_es,gemegeme,excel,26-43,握著,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,752,gemegeme 握，gemegemema握著!,
tie,ruk_es,evege,excel,26-44,捆綁,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,753,,
scratch,ruk_es,gacegace,excel,26-56,搔癢,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,765,,
rub,ruk_es,gomagomo,excel,26-85,揉搓(衣物),,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,794,,
lie,ruk_es,cicigiya,excel,26-88,側臥,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,797,,
fight,ruk_es,madadameke,excel,26-96,打架,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,805,,
squeeze,ruk_es,madrikidrikisi,excel,26-97,擠,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,806,,
dig,ruk_es,korokoro,excel,26-100,(用手)挖掘,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,809,,
stand,ruk_es,idiya,excel,26-105,起立,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,814,,
eat,ruk_es,kane / kwane,excel,27-01,吃,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,816,,
suck,ruk_es,theʼetheʼe,excel,27-02,吸,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,817,,
drink,ruk_es,ongolo,excel,27-03,喝,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,818,,
vomit,ruk_es,ota,excel,27-04,吐,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,819,,
bite,ruk_es,kac / kwac,excel,27-05,咬,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,820,,
eat,ruk_es,kane / kwane,excel,27-15,吃(東西),,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,830,,
know,ruk_es,thingale,excel,28-02,知道,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,836,,
see,ruk_es,ceele,excel,28-03,看,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,837,,
say,ruk_es,kawriva,excel,28-04,說,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,838,,
smell,ruk_es,sabalri,excel,28-07,聞(如聞味道),,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,841,,
hear,ruk_es,kilrala,excel,28-19,聽,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,853,,
think,ruk_es,mwalringalringaw,excel,28-25,想(思考),,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,859,,
fear,ruk_es,mwakolodro,excel,29-02,害怕,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,866,,
wash,ruk_es,sinaw,excel,30-02,洗(衣物),,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,876,,
sleep,ruk_es,waʼece,excel,30-09,睡覺,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,883,a’ece哄睡,
kill,ruk_es,colo,excel,30-10,殺牲畜,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,884,,
lie,ruk_es,thalrakwala,excel,30-16,躺臥,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,890,,
burn,ruk_es,laobo,excel,30-20,燒(如燒稻草),,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,894,,
hunt,ruk_es,morotokolro,excel,30-25,陷獵(地洞),,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,899,,
burn,ruk_es,gelrabe,excel,30-54,燃燒,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,928,,
drink,ruk_es,ongolo,excel,30-61,喝(水),,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,935,,
sing,ruk_es,senay,excel,30-64,唱歌,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,938,,
play,ruk_es,kivaevang,excel,30-65,玩耍,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,939,,
die,ruk_es,ʼacay,excel,31-01,死亡,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,941,,
live,ruk_es,waodriodriʼi,excel,31-08,活的,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,948,,
heavy,ruk_es,matelrege,excel,32-02,重(重量),,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,963,,
big,ruk_es,madraw,excel,32-05,大的,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,966,,
cold,ruk_es,mangerece,excel,32-08,冷,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,969,,
small,ruk_es,tikiya,excel,32-09,小的,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,970,,
many,ruk_es,makalra,excel,32-10,多,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,971,,
cold,ruk_es,mangangerece,excel,32-12,冰冷,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,973,,
few,ruk_es,bekela,excel,32-14,少的,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,975,,
laugh,ruk_es,macicava,excel,32-16,笑,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,977,,
wet,ruk_es,madiretheng,excel,32-17,濕的,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,978,,
thick,ruk_es,makedremelre,excel,32-19,厚的,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,980,,
thin,ruk_es,marobili,excel,32-21,薄的,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,982,,
dirty,ruk_es,matiyagawgaw,excel,32-22,髒,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,983,,
dry,ruk_es,mamealenga,excel,32-28,乾的,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,989,,
new,ruk_es,baowa,excel,32-31,新的,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,992,,
old,ruk_es,masoʼilri,excel,32-32,舊的,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,993,,
near,ruk_es,deethe,excel,32-33,近,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,994,,
bad,ruk_es,mwatoʼava,excel,32-35,壞掉,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,996,,
far,ruk_es,dayli,excel,32-37,遠,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,998,,
swell,ruk_es,mwabalrake,excel,32-38,腫,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,999,,
smooth,ruk_es,mathorare,excel,32-44,滑,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,1005,,
warm,ruk_es,madralredre,excel,32-56,暖和,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,1017,,
dull,ruk_es,maedrere,excel,32-57,鈍的(指器物),,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,1018,,
straight,ruk_es,dringelrese,excel,32-65,直,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,1026,,
full,ruk_es,siyaetenga,excel,32-66,滿了,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,1027,,
wide,ruk_es,madraw,excel,32-68,(空間)寬敞,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,1029,,
correct,ruk_es,ahwahwa,excel,32-69,正確,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,1030,亦可稱為：atengatenga,
warm,ruk_es,malralri,excel,32-72,溫的(水),,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,1033,,
long,ruk_es,mathangelra,excel,32-74,長,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,1035,,
short,ruk_es,edreka,excel,32-76,短,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,1037,,
full,ruk_es,siyaete,excel,32-79,滿滿,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,1040,,
wipe,ruk_es,mosakidri,excel,33-06,擦拭,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,1048,,
throw,ruk_es,cilri,excel,34-19,丟棄,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,1069,,
count,ruk_es,asi ʼi,excel,34-29,數(計算),,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,1079,亦可:wasi’i， 念(課文)wasi’a,
good,ruk_es,mwadringadringai,excel,34-34,好,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,1084,,
not,ruk_es,maela,excel,35-03,不是(回答用),,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,1092,亦可:ini,
because,ruk_es,asiloiya,excel,36-05,因為,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,1101,,
and,ruk_es,si,excel,36-18,和,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,1114,,
if,ruk_es,loiyasi,excel,36-22,如果,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,1118,,
one,ruk_bd,itha/vaeva,excel,01-01,一,,2026學習詞表-28霧台魯凱語.xlsx,28霧台魯凱語,5,itha數數使用/vaeva計量使用,
two,ruk_bd,drusa,excel,01-02,二,,2026學習詞表-28霧台魯凱語.xlsx,28霧台魯凱語,6,,
three,ruk_bd,tulru,excel,01-03,三,,2026學習詞表-28霧台魯凱語.xlsx,28霧台魯凱語,7,,
four,ruk_bd,supate,excel,01-04,四,,2026學習詞表-28霧台魯凱語.xlsx,28霧台魯凱語,8,,
five,ruk_bd,lrima,excel,01-05,五,,2026學習詞表-28霧台魯凱語.xlsx,28霧台魯凱語,9,,
six,ruk_bd,eneme,excel,01-06,六,,2026學習詞表-28霧台魯凱語.xlsx,28霧台魯凱語,10,,
seven,ruk_bd,pitu,excel,01-07,七,,2026學習詞表-28霧台魯凱語.xlsx,28霧台魯凱語,11,,
eight,ruk_bd,valru,excel,01-08,八,,2026學習詞表-28霧台魯凱語.xlsx,28霧台魯凱語,12,,
nine,ruk_bd,bangate,excel,01-09,九,,2026學習詞表-28霧台魯凱語.xlsx,28霧台魯凱語,13,,
ten,ruk_bd,mangeale,excel,01-10,十,,2026學習詞表-28霧台魯凱語.xlsx,28霧台魯凱語,14,pulruku為數字零，基數用法；mangeale序數用法,
twenty,ruk_bd,mapusale,excel,01-20,二十,,2026學習詞表-28霧台魯凱語.xlsx,28霧台魯凱語,24,,
hundred,ruk_bd,iday,excel,01-34,百,,2026學習詞表-28霧台魯凱語.xlsx,28霧台魯凱語,38,,
hundred,ruk_bd,vaeva ka iday,excel,01-35,一百,,2026學習詞表-28霧台魯凱語.xlsx,28霧台魯凱語,39,,
some,ruk_bd,bekelane,excel,01-38,一些,,2026學習詞表-28霧台魯凱語.xlsx,28霧台魯凱語,42,,
all,ruk_bd,patuelre,excel,01-43,全部,,2026學習詞表-28霧台魯凱語.xlsx,28霧台魯凱語,47,,
few,ruk_bd,bebebekelane,excel,01-44,一點點,,2026學習詞表-28霧台魯凱語.xlsx,28霧台魯凱語,48,,
you_singular,ruk_bd,kusu,excel,02-01,你,,2026學習詞表-28霧台魯凱語.xlsx,28霧台魯凱語,51,,
i,ruk_bd,kuaku,excel,02-02,我,,2026學習詞表-28霧台魯凱語.xlsx,28霧台魯凱語,52,,
he,ruk_bd,lasu,excel,02-03,他,,2026學習詞表-28霧台魯凱語.xlsx,28霧台魯凱語,53,,
you_plural,ruk_bd,kunumi,excel,02-04,你們,,2026學習詞表-28霧台魯凱語.xlsx,28霧台魯凱語,54,,
we,ruk_bd,kuta,excel,02-05,我們,,2026學習詞表-28霧台魯凱語.xlsx,28霧台魯凱語,55,,
they,ruk_bd,lalasu,excel,02-06,他們,,2026學習詞表-28霧台魯凱語.xlsx,28霧台魯凱語,56,,
we,ruk_bd,kunay,excel,02-13,我們(排除式),,2026學習詞表-28霧台魯凱語.xlsx,28霧台魯凱語,63,,
we,ruk_bd,kuta,excel,02-14,咱們(包含式),,2026學習詞表-28霧台魯凱語.xlsx,28霧台魯凱語,64,,
that,ruk_bd,kuidra,excel,02-16,那個,,2026學習詞表-28霧台魯凱語.xlsx,28霧台魯凱語,66,,
this,ruk_bd,kikay,excel,02-17,這個,,2026學習詞表-28霧台魯凱語.xlsx,28霧台魯凱語,67,,
here,ruk_bd,kawvay,excel,02-18,這裡,,2026學習詞表-28霧台魯凱語.xlsx,28霧台魯凱語,68,,
there,ruk_bd,kavay,excel,02-19,那裡,,2026學習詞表-28霧台魯凱語.xlsx,28霧台魯凱語,69,,
how,ruk_bd,watumane,excel,03-03,如何:怎麼樣,,2026學習詞表-28霧台魯凱語.xlsx,28霧台魯凱語,74,,
when,ruk_bd,luigane,excel,03-04,何時(未發生),,2026學習詞表-28霧台魯凱語.xlsx,28霧台魯凱語,75,,
who,ruk_bd,aneane,excel,03-05,誰,,2026學習詞表-28霧台魯凱語.xlsx,28霧台魯凱語,76,,
where,ruk_bd,yainu,excel,03-07,哪裡,,2026學習詞表-28霧台魯凱語.xlsx,28霧台魯凱語,78,,
how,ruk_bd,matumane,excel,03-09,怎麼,,2026學習詞表-28霧台魯凱語.xlsx,28霧台魯凱語,80,,
where,ruk_bd,inu,excel,03-12,什麼地方,,2026學習詞表-28霧台魯凱語.xlsx,28霧台魯凱語,83,,
when,ruk_bd,kuigane,excel,03-13,何時(已發生),,2026學習詞表-28霧台魯凱語.xlsx,28霧台魯凱語,84,,
father,ruk_bd,tatama,excel,04-01,爸爸,,2026學習詞表-28霧台魯凱語.xlsx,28霧台魯凱語,87,ama是我爸爸,
mother,ruk_bd,tiatina,excel,04-02,媽媽,,2026學習詞表-28霧台魯凱語.xlsx,28霧台魯凱語,88,ina是我媽媽,
wife,ruk_bd,wacekecekele,excel,04-07,配偶,,2026學習詞表-28霧台魯凱語.xlsx,28霧台魯凱語,93,,
husband,ruk_bd,wacekecekele,excel,04-07,配偶,,2026學習詞表-28霧台魯凱語.xlsx,28霧台魯凱語,93,,
wife,ruk_bd,tawane/labaibay,excel,04-15,丈夫/妻子,,2026學習詞表-28霧台魯凱語.xlsx,28霧台魯凱語,101,tawane丈夫/labaibay妻子,
husband,ruk_bd,tawane/labaibay,excel,04-15,丈夫/妻子,,2026學習詞表-28霧台魯凱語.xlsx,28霧台魯凱語,101,tawane丈夫/labaibay妻子,
name,ruk_bd,nagane,excel,05-01,名字,,2026學習詞表-28霧台魯凱語.xlsx,28霧台魯凱語,114,,
child,ruk_bd,vavalake,excel,05-05,孩童,,2026學習詞表-28霧台魯凱語.xlsx,28霧台魯凱語,118,,
woman,ruk_bd,ababay,excel,05-07,女性,,2026學習詞表-28霧台魯凱語.xlsx,28霧台魯凱語,120,,
man,ruk_bd,sawvalay,excel,05-08,男性,,2026學習詞表-28霧台魯凱語.xlsx,28霧台魯凱語,121,,
person,ruk_bd,umaumase,excel,05-09,人類,,2026學習詞表-28霧台魯凱語.xlsx,28霧台魯凱語,122,,
ear,ruk_bd,calringa,excel,06-01,耳朵,,2026學習詞表-28霧台魯凱語.xlsx,28霧台魯凱語,140,,
leg,ruk_bd,vagisi,excel,06-02,大腿,,2026學習詞表-28霧台魯凱語.xlsx,28霧台魯凱語,141,,
eye,ruk_bd,maca,excel,06-03,眼睛,,2026學習詞表-28霧台魯凱語.xlsx,28霧台魯凱語,142,,
mouth,ruk_bd,nguduy,excel,06-05,嘴巴,,2026學習詞表-28霧台魯凱語.xlsx,28霧台魯凱語,144,,
head,ruk_bd,aulru,excel,06-06,頭,,2026學習詞表-28霧台魯凱語.xlsx,28霧台魯凱語,145,,
fingernail,ruk_bd,kalesekesane,excel,06-07,指甲,,2026學習詞表-28霧台魯凱語.xlsx,28霧台魯凱語,146,,
hand,ruk_bd,alrima,excel,06-08,手,,2026學習詞表-28霧台魯凱語.xlsx,28霧台魯凱語,147,,
nose,ruk_bd,ngunguane,excel,06-10,鼻子,,2026學習詞表-28霧台魯凱語.xlsx,28霧台魯凱語,149,,
foot,ruk_bd,drapale,excel,06-11,腳,,2026學習詞表-28霧台魯凱語.xlsx,28霧台魯凱語,150,,
tooth,ruk_bd,valisi,excel,06-12,牙齒,,2026學習詞表-28霧台魯凱語.xlsx,28霧台魯凱語,151,,
hair,ruk_bd,isiw,excel,06-13,頭髮,,2026學習詞表-28霧台魯凱語.xlsx,28霧台魯凱語,152,,
blood,ruk_bd,eray,excel,06-14,血,,2026學習詞表-28霧台魯凱語.xlsx,28霧台魯凱語,153,,
meat,ruk_bd,beate,excel,06-15,肉,,2026學習詞表-28霧台魯凱語.xlsx,28霧台魯凱語,154,,
belly,ruk_bd,barange,excel,06-17,肚子,,2026學習詞表-28霧台魯凱語.xlsx,28霧台魯凱語,156,,
breast,ruk_bd,thuthu,excel,06-18,乳房,,2026學習詞表-28霧台魯凱語.xlsx,28霧台魯凱語,157,,
back,ruk_bd,drelreke,excel,06-22,背部,,2026學習詞表-28霧台魯凱語.xlsx,28霧台魯凱語,161,,
skin,ruk_bd,lrangici,excel,06-23,皮,,2026學習詞表-28霧台魯凱語.xlsx,28霧台魯凱語,162,,
heart,ruk_bd,avaava,excel,06-28,心臟,,2026學習詞表-28霧台魯凱語.xlsx,28霧台魯凱語,167,,
knee,ruk_bd,paculru,excel,06-31,膝蓋,,2026學習詞表-28霧台魯凱語.xlsx,28霧台魯凱語,170,,
liver,ruk_bd,athay,excel,06-34,肝臟,,2026學習詞表-28霧台魯凱語.xlsx,28霧台魯凱語,173,,
fat,ruk_bd,sima,excel,06-37,油脂,,2026學習詞表-28霧台魯凱語.xlsx,28霧台魯凱語,176,,
tongue,ruk_bd,lridame,excel,06-42,舌頭,,2026學習詞表-28霧台魯凱語.xlsx,28霧台魯凱語,181,,
neck,ruk_bd,lre,excel,06-47,脖子,,2026學習詞表-28霧台魯凱語.xlsx,28霧台魯凱語,186,,
neck,ruk_bd,tikuthu,excel,06-52,頸子；領子,,2026學習詞表-28霧台魯凱語.xlsx,28霧台魯凱語,191,,
tail,ruk_bd,tawthu,excel,07-01,尾巴,,2026學習詞表-28霧台魯凱語.xlsx,28霧台魯凱語,197,,
dog,ruk_bd,tawpungu,excel,07-03,狗,,2026學習詞表-28霧台魯凱語.xlsx,28霧台魯凱語,199,,
bird,ruk_bd,adhaadhame,excel,07-06,鳥,,2026學習詞表-28霧台魯凱語.xlsx,28霧台魯凱語,202,,
fish,ruk_bd,kaange,excel,07-07,魚,,2026學習詞表-28霧台魯凱語.xlsx,28霧台魯凱語,203,,
snake,ruk_bd,dulay,excel,07-19,蛇,,2026學習詞表-28霧台魯凱語.xlsx,28霧台魯凱語,215,sulraw,
louse,ruk_bd,kucu,excel,07-33,頭蝨,,2026學習詞表-28霧台魯凱語.xlsx,28霧台魯凱語,229,,
worm,ruk_bd,atatulrale,excel,07-39,蚯蚓,,2026學習詞表-28霧台魯凱語.xlsx,28霧台魯凱語,235,katudray,
wing,ruk_bd,sapakepake,excel,07-49,翅膀,,2026學習詞表-28霧台魯凱語.xlsx,28霧台魯凱語,245,,
horn,ruk_bd,laungu,excel,07-64,(動物的)角,,2026學習詞表-28霧台魯凱語.xlsx,28霧台魯凱語,260,,
tree,ruk_bd,angatu,excel,08-03,樹,,2026學習詞表-28霧台魯凱語.xlsx,28霧台魯凱語,265,,
leaf,ruk_bd,vasaw,excel,08-06,葉子,,2026學習詞表-28霧台魯凱語.xlsx,28霧台魯凱語,268,,
flower,ruk_bd,bengelray,excel,08-09,花朵,,2026學習詞表-28霧台魯凱語.xlsx,28霧台魯凱語,271,,
stick,ruk_bd,ricingi,excel,08-15,樹枝,,2026學習詞表-28霧台魯凱語.xlsx,28霧台魯凱語,277,rugusu,
fruit,ruk_bd,madru,excel,08-16,(植物的)果實,,2026學習詞表-28霧台魯凱語.xlsx,28霧台魯凱語,278,,
grass,ruk_bd,ubulu,excel,08-20,草,,2026學習詞表-28霧台魯凱語.xlsx,28霧台魯凱語,282,,
fruit,ruk_bd,madru ki angatu,excel,08-24,水果,,2026學習詞表-28霧台魯凱語.xlsx,28霧台魯凱語,286,,
root,ruk_bd,balace,excel,08-28,樹根,,2026學習詞表-28霧台魯凱語.xlsx,28霧台魯凱語,290,,
seed,ruk_bd,sapaivay,excel,08-44,種子,,2026學習詞表-28霧台魯凱語.xlsx,28霧台魯凱語,306,,
rope,ruk_bd,calrisi,excel,09-15,繩索,,2026學習詞表-28霧台魯凱語.xlsx,28霧台魯凱語,335,,
stick,ruk_bd,ricingi,excel,09-18,枝條,,2026學習詞表-28霧台魯凱語.xlsx,28霧台魯凱語,338,,
ash,ruk_bd,abu,excel,09-49,木炭灰,,2026學習詞表-28霧台魯凱語.xlsx,28霧台魯凱語,369,,
road,ruk_bd,kadalranane,excel,10-01,道路,,2026學習詞表-28霧台魯凱語.xlsx,28霧台魯凱語,393,,
